disease,drug_name,drug_id,confidence,novelty_level,novelty_score,is_known_treatment,combined_score,pillars_hit,pubmed_articles,pubmed_treatment,pubmed_repurposing,clinical_trials,faers_signal,faers_cooccurrences,faers_total_reports,signature_reversal,signature_rank,shared_targets,direct_relations,max_citations,mol_similarity,similar_to,transe_rank,mr_score,mr_genetic_targets,mechanistic_hypothesis,ai_hypothesis,novelty_interpretation,confidence_reasons
Coronary artery disease,Epinephrine,DB00668,HIGH,ESTABLISHED,0.48,True,1.138,5,350,241,0,10,none,0,0,False,0,0,0,0,0,,50,0.7951,9,,of its anti-inflammatory and anti-apoptotic properties.,"Well-established drug-disease relationship (350 articles, 10 trials). Not a repurposing candidate.","10 clinical trial(s) found on ClinicalTrials.gov; Phase 3 trial exists; 350 PubMed articles on this drug-disease pair; Supported by 5 independent AI pillars; AI-generated hypothesis available; Strong causal genetic evidence (MR score: 0.80, 9 genetic targets)"
Coronary artery disease,Metformin,DB00331,MEDIUM,BREAKTHROUGH,1.0,False,1.1349,4,0,0,0,0,none,0,0,False,0,0,0,0,0,,27,0.8039,20,,of its ability to inhibit the production of reactive oxygen species and to increase the expression of antioxidant enzymes.,No published evidence found for this drug-disease pair. Strong computational prediction suggests a potential new discovery. Requires experimental validation.,"Supported by 4 independent AI pillars; AI-generated hypothesis available; Strong causal genetic evidence (MR score: 0.80, 20 genetic targets)"
Coronary artery disease,Losartan,DB00678,LOW,BREAKTHROUGH,1.0,False,1.1328,4,0,0,0,0,none,0,0,False,0,0,0,0,0,,19,0.6742,6,,of its ability to inhibit the renin-angiotensin system.,No published evidence found for this drug-disease pair. Strong computational prediction suggests a potential new discovery. Requires experimental validation.,Supported by 4 independent AI pillars; AI-generated hypothesis available; Moderate genetic evidence supporting causality (MR score: 0.67)
Coronary artery disease,Acetylsalicylic acid,DB00945,MEDIUM,BREAKTHROUGH,1.0,False,1.1303,4,0,0,0,0,none,0,0,False,0,0,0,0,0,,11,0.8038,18,,it inhibits platelet aggregation and thromboxane A2 production.,No published evidence found for this drug-disease pair. Strong computational prediction suggests a potential new discovery. Requires experimental validation.,"Supported by 4 independent AI pillars; AI-generated hypothesis available; Strong causal genetic evidence (MR score: 0.80, 18 genetic targets)"
Crohn's disease,Methylprednisolone,DB00959,HIGH,ESTABLISHED,0.48,True,1.1866,6,22,22,0,10,none,0,125031,False,0,0,0,551,0.7049,Prednisolone,9,0.7587,4,,of its anti-inflammatory properties.,"Well-established drug-disease relationship (22 articles, 10 trials). Not a repurposing candidate.","10 clinical trial(s) found on ClinicalTrials.gov; Phase 3 trial exists; 22 PubMed articles found; Supported by 6 independent AI pillars; High molecular similarity (0.70) to Prednisolone; Highly cited paper (551 citations): ""Computational Repositioning of the Anticonvulsant Topiramate...""; AI-generated hypothesis available; Strong causal genetic evidence (MR score: 0.76, 4 genetic targets)"
Crohn's disease,Dexamethasone,DB01234,HIGH,KNOWN,0.66,False,1.1469,6,12,12,1,4,none,0,312749,False,0,0,0,551,0.4189,Prednisolone,6,0.7364,38,,of its anti-inflammatory properties.,"Known association with moderate evidence (12 articles, 4 trials). Already being studied.","4 clinical trial(s) found on ClinicalTrials.gov; Phase 3 trial exists; 12 PubMed articles found; 1 article(s) specifically mention repurposing/repositioning; Supported by 6 independent AI pillars; Highly cited paper (551 citations): ""Computational Repositioning of the Anticonvulsant Topiramate...""; AI-generated hypothesis available; Strong causal genetic evidence (MR score: 0.74, 38 genetic targets)"
Crohn's disease,Prednisolone,DB00860,HIGH,ESTABLISHED,0.48,True,1.1412,4,64,61,0,10,none,0,190304,False,0,0,0,740,0,,1,0.7661,7,,of its anti-inflammatory properties.,"Well-established drug-disease relationship (64 articles, 10 trials). Not a repurposing candidate.","10 clinical trial(s) found on ClinicalTrials.gov; Phase 3 trial exists; 64 PubMed articles on this drug-disease pair; Supported by 4 independent AI pillars; Highly cited paper (740 citations): ""Discovery and Preclinical Validation of Drug Indications Usi...""; AI-generated hypothesis available; Strong causal genetic evidence (MR score: 0.77, 7 genetic targets)"
Crohn's disease,Mesalazine,DB00244,HIGH,ESTABLISHED,0.48,True,1.1143,4,90,81,0,10,none,0,8101,False,0,0,0,740,0,,44,0.7841,3,,of its anti-inflammatory properties.,"Well-established drug-disease relationship (90 articles, 10 trials). Not a repurposing candidate.","10 clinical trial(s) found on ClinicalTrials.gov; Phase 3 trial exists; 90 PubMed articles on this drug-disease pair; Supported by 4 independent AI pillars; Highly cited paper (740 citations): ""Discovery and Preclinical Validation of Drug Indications Usi...""; AI-generated hypothesis available; Strong causal genetic evidence (MR score: 0.78, 3 genetic targets)"
Crohn's disease,Calcipotriol,DB02300,MEDIUM,NOVEL,1.0,False,1.1059999465942383,5,0,0,0,0,none,0,1391,False,0,0,0,5702,0.5139,Cholecalciferol,156,0.8256,1,,of its ability to inhibit the production of proinflammatory cytokines.,Novel prediction with minimal existing evidence (0 articles). Computational support suggests this warrants investigation.,"Supported by 5 independent AI pillars; High molecular similarity (0.51) to Cholecalciferol; Highly cited paper (5702 citations): ""Association of NOD2 leucine-rich repeat variants with suscep...""; AI-generated hypothesis available; Strong causal genetic evidence (MR score: 0.83, 1 genetic targets)"
Crohn's disease,Rebamipide,DB11656,MEDIUM,NOVEL,1.0,False,1.103600025177002,3,0,0,0,0,none,0,8550,False,0,0,0,5702,0,,96,0.5483,1,,of its anti-inflammatory and cytoprotective effects.,Novel prediction with minimal existing evidence (0 articles). Computational support suggests this warrants investigation.,"Supported by 3 independent AI pillars; Highly cited paper (5702 citations): ""Association of NOD2 leucine-rich repeat variants with suscep...""; AI-generated hypothesis available; Moderate genetic evidence supporting causality (MR score: 0.55)"
Crohn's disease,Betamethasone,DB00443,MEDIUM,NOVEL,0.96,False,1.1024,6,2,2,0,0,none,0,32597,False,0,0,0,740,0.4189,Prednisolone,34,0.6981,24,,of its anti-inflammatory properties.,Novel prediction with minimal existing evidence (2 articles). Computational support suggests this warrants investigation.,"2 PubMed article(s) - limited literature; Supported by 6 independent AI pillars; Highly cited paper (740 citations): ""Discovery and Preclinical Validation of Drug Indications Usi...""; AI-generated hypothesis available; Moderate genetic evidence supporting causality (MR score: 0.70)"
Crohn's disease,Azithromycin,DB00207,HIGH,KNOWN,0.78,False,1.1016000509262085,5,4,4,0,3,none,0,75824,False,0,0,0,551,0,,106,0.8867,1,,of its anti-inflammatory properties.,"Known association with moderate evidence (4 articles, 3 trials). Already being studied.","3 clinical trial(s) found on ClinicalTrials.gov; 4 PubMed article(s) - limited literature; Supported by 5 independent AI pillars; Highly cited paper (551 citations): ""Computational Repositioning of the Anticonvulsant Topiramate...""; AI-generated hypothesis available; Strong causal genetic evidence (MR score: 0.89, 1 genetic targets)"
Crohn's disease,Vitamin D,DB11094,HIGH,ESTABLISHED,0.48,True,1.1014,4,202,139,0,10,none,0,255960,False,0,0,0,73,0,,4,0.8064,5,,of its immunomodulatory properties.,"Well-established drug-disease relationship (202 articles, 10 trials). Not a repurposing candidate.","10 clinical trial(s) found on ClinicalTrials.gov; Phase 3 trial exists; 202 PubMed articles on this drug-disease pair; Supported by 4 independent AI pillars; Supporting paper with 73 citations; AI-generated hypothesis available; Strong causal genetic evidence (MR score: 0.81, 5 genetic targets)"
Cystic fibrosis,Loteprednol,DB00873,LOW,BREAKTHROUGH,1.0,False,1.073699951171875,4,0,0,0,0,none,0,0,False,0,0,0,0,0.7377,Prednisolone,1485,0,0,,,No published evidence found for this drug-disease pair. Strong computational prediction suggests a potential new discovery. Requires experimental validation.,Supported by 4 independent AI pillars; High molecular similarity (0.74) to Prednisolone
Cystic fibrosis,Natamycin,DB00826,LOW,NOVEL,0.95,False,1.052899956703186,4,2,1,0,0,none,0,0,False,0,0,0,0,0,,1122,0,0,,,Novel prediction with minimal existing evidence (2 articles). Computational support suggests this warrants investigation.,Supported by 4 independent AI pillars
Cystic fibrosis,"(2S,4R)-Pentane-1,2,3,4,5-Pentol",DB11195,LOW,BREAKTHROUGH,1.0,False,1.0505000352859497,3,0,0,0,0,none,0,0,False,0,0,0,0,0.8333,Mannitol,689,0,0,,,No published evidence found for this drug-disease pair. Strong computational prediction suggests a potential new discovery. Requires experimental validation.,Supported by 3 independent AI pillars; High molecular similarity (0.83) to Mannitol
Cystic fibrosis,Betamethasone,DB00443,LOW,NOVEL,0.85,False,1.0454000234603882,5,14,14,0,0,none,0,0,False,0,0,0,0,1.0,Dexamethasone,302,0,0,,,Novel prediction with minimal existing evidence (14 articles). Computational support suggests this warrants investigation.,Supported by 5 independent AI pillars; High molecular similarity (1.00) to Dexamethasone
Cystic fibrosis,Nystatin,DB00646,LOW,NOVEL,0.85,False,1.0358,3,64,26,0,0,none,0,0,False,0,0,0,0,0.8706,Amphotericin B,390,0,0,,,Novel prediction with minimal existing evidence (64 articles). Computational support suggests this warrants investigation.,Supported by 3 independent AI pillars; High molecular similarity (0.87) to Amphotericin B
Cystic fibrosis,Desonide,DB01260,LOW,BREAKTHROUGH,1.0,False,1.0217000246047974,4,0,0,0,0,none,0,0,False,0,0,0,0,0.7286,Budesonide,2296,0,0,,,No published evidence found for this drug-disease pair. Strong computational prediction suggests a potential new discovery. Requires experimental validation.,Supported by 4 independent AI pillars; High molecular similarity (0.73) to Budesonide
Cystic fibrosis,D-Sorbitol,DB01638,LOW,NOVEL,0.95,False,1.0188000202178955,4,2,1,0,0,none,0,0,False,0,0,0,0,1.0,Mannitol,510,0,0,,,Novel prediction with minimal existing evidence (2 articles). Computational support suggests this warrants investigation.,Supported by 4 independent AI pillars; High molecular similarity (1.00) to Mannitol
Cystic fibrosis,Amphotericin B,DB00681,LOW,KNOWN,0.7,False,1.017799973487854,3,146,110,0,0,none,0,0,False,0,0,0,0,0,,99,0,0,,,"Known association with moderate evidence (146 articles, 0 trials). Already being studied.",Supported by 3 independent AI pillars
Cystic fibrosis,Fosfomycin,DB00828,LOW,NOVEL,0.85,False,1.016700029373169,3,52,44,0,0,none,0,0,False,0,0,0,0,0,,122,0,0,,,Novel prediction with minimal existing evidence (52 articles). Computational support suggests this warrants investigation.,Supported by 3 independent AI pillars
Cystic fibrosis,Lactulose,DB00581,LOW,NOVEL,0.85,False,1.016,2,37,19,0,0,none,0,0,False,0,0,0,0,0,,130,0,0,,,Novel prediction with minimal existing evidence (37 articles). Computational support suggests this warrants investigation.,Supported by 2 independent AI pillars
Dengue,Simvastatin,DB00641,MEDIUM,EMERGING,0.75,False,1.1436,5,3,2,1,0,moderate,88,210219,False,0,0,0,1068,0.7424,Lovastatin,6,0.1571,1,,,"Emerging repurposing candidate. Some evidence exists (3 articles, 1 mention repurposing) but not yet validated in trials.","3 PubMed article(s) - limited literature; 1 article(s) specifically mention repurposing/repositioning; Supported by 5 independent AI pillars; High molecular similarity (0.74) to Lovastatin; Moderate FAERS signal: 88 adverse event reports mention drug-disease co-occurrence; Highly cited paper (1068 citations): ""Dengue and severe dengue..."""
Dengue,Sirolimus,DB00877,MEDIUM,KNOWN,0.7,False,1.0834,4,12,5,2,0,weak,2,13389,False,0,0,0,1068,0,,50,0.1571,1,,,"Known association with moderate evidence (12 articles, 0 trials). Already being studied.","12 PubMed articles found; 2 article(s) specifically mention repurposing/repositioning; Supported by 4 independent AI pillars; Highly cited paper (1068 citations): ""Dengue and severe dengue..."""
Dengue,Cyclosporine,DB00091,HIGH,KNOWN,0.7,False,1.067,4,13,13,0,0,moderate,38,54943,True,8,0,0,129,0,,8,0,0,,,"Known association with moderate evidence (13 articles, 0 trials). Already being studied.","13 PubMed articles found; Supported by 4 independent AI pillars; Moderate FAERS signal: 38 adverse event reports mention drug-disease co-occurrence; Drug ranks #8 for reversing disease gene signature (L1000CDS2 biological evidence); Highly cited paper (129 citations): ""Cyclosporine Inhibits Flavivirus Replication through Blockin..."""
Dengue,Doxorubicin,DB00997,MEDIUM,NOVEL,0.95,False,1.0657,4,8,6,3,0,weak,2,105620,False,0,0,0,79,0,,173,0.1571,1,,,Novel prediction with minimal existing evidence (8 articles). Computational support suggests this warrants investigation.,8 PubMed article(s) - limited literature; 3 article(s) specifically mention repurposing/repositioning; Supported by 4 independent AI pillars; Supporting paper with 79 citations; AI analysis of 1 abstract(s) found positive treatment signals
Dengue,Methotrexate,DB00563,MEDIUM,EMERGING,0.75,False,1.0598,3,11,9,1,0,moderate,328,490158,False,0,0,0,30,0,,9,0,0,,,"Emerging repurposing candidate. Some evidence exists (11 articles, 1 mention repurposing) but not yet validated in trials.",11 PubMed articles found; 1 article(s) specifically mention repurposing/repositioning; Supported by 3 independent AI pillars; Moderate FAERS signal: 328 adverse event reports mention drug-disease co-occurrence; Supporting paper with 30 citations
Dengue,Fluvastatin,DB01095,LOW,NOVEL,0.8,False,1.0582,2,3,2,0,0,none,0,4428,False,0,0,0,1068,0,,163,0.1571,1,,,Novel prediction with minimal existing evidence (3 articles). Computational support suggests this warrants investigation.,"3 PubMed article(s) - limited literature; Supported by 2 independent AI pillars; Highly cited paper (1068 citations): ""Dengue and severe dengue..."""
Dengue,Celgosivir,DB06580,HIGH,KNOWN,0.6,False,1.05,2,21,20,3,2,none,0,1,False,0,0,0,190,0,,1,0,0,,,"Known association with moderate evidence (21 articles, 2 trials). Already being studied.","2 clinical trial(s) found on ClinicalTrials.gov; 21 PubMed articles found; 3 article(s) specifically mention repurposing/repositioning; Supported by 2 independent AI pillars; Note: Drug had early-phase trial failures for this disease; Highly cited paper (190 citations): ""Efficacy and safety of celgosivir in patients with dengue fe...""; AI analysis of 2 abstract(s) found positive treatment signals"
